index	sentence1	sentence2
786	She was the eldest of four children, the only girl, and "learned to exercise her native discretion, firmness, and tact" by resolving her three younger brothers' petty boyhood squabbles.	She was the eldest of four children, the only girl, and "learned to exercise her native discretion, firmness, and tact" by resolving her three brothers' petty boyhood squabbles.
787	She was the eldest of four children, the only girl, and "learned to exercise her native discretion, firmness, and tact" by resolving her three brothers' petty boyhood squabbles.	She was the eldest of four children, the only girl, and "learned to exercise her native discretion, firmness, and tact" by resolving her three younger brothers' petty boyhood squabbles.
788	Albertosaurus and other tyrannosaurids were heterodont, with teeth of different forms depending on their position in the mouth.	Albertosaurus and other tyrannosaurids were heterodont.
789	Albertosaurus and other tyrannosaurids were heterodont.	Albertosaurus and other tyrannosaurids were heterodont, with teeth of different forms depending on their position in the mouth.
790	Albertosaurus and other tyrannosaurids were heterodont, with teeth of different forms depending on their position in the mouth.	Albertosaurus and other tyrannosaurids were heterodont, with lots of teeth.
791	Albertosaurus and other tyrannosaurids were heterodont, with lots of teeth.	Albertosaurus and other tyrannosaurids were heterodont, with teeth of different forms depending on their position in the mouth.
792	All of these are today seen as younger synonyms of other species or as nomina dubia, and are not assigned to Albertosaurus.	All of these are today seen as nomina dubia, and are not assigned to Albertosaurus.
793	All of these are today seen as nomina dubia, and are not assigned to Albertosaurus.	All of these are today seen as younger synonyms of other species or as nomina dubia, and are not assigned to Albertosaurus.
794	All of these are today seen as younger synonyms of other species or as nomina dubia, and are not assigned to Albertosaurus.	All of these are today seen as younger synonyms of other species or as nomina dubia, and are distinguished from Albertosaurus.
795	All of these are today seen as younger synonyms of other species or as nomina dubia, and are distinguished from Albertosaurus.	All of these are today seen as younger synonyms of other species or as nomina dubia, and are not assigned to Albertosaurus.
796	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna knew Charles would attack and very likely push him out of Zürich.	Masséna knew that Charles' left wing, commanded by Nauendorf, uniting with Hotze's force, approaching from the east, would attack and very likely push him out of Zürich.
797	Masséna knew that Charles' left wing, commanded by Nauendorf, uniting with Hotze's force, approaching from the east, would attack and very likely push him out of Zürich.	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna knew Charles would attack and very likely push him out of Zürich.
798	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna knew Charles would attack and very likely push him out of Zürich.	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna doubted Charles would attack and push him out of Zürich.
799	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna doubted Charles would attack and push him out of Zürich.	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna knew Charles would attack and very likely push him out of Zürich.
800	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna knew Charles would attack and very likely push him out of Zürich.	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna would prepare for Charles to attack and very likely push him out of Zürich.
801	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna would prepare for Charles to attack and very likely push him out of Zürich.	If Charles' left wing, commanded by Nauendorf, united with Hotze's force, approaching from the east, Masséna knew Charles would attack and very likely push him out of Zürich.
802	Ferdinand of Naples refused to pay agreed-upon tribute to France, and his subjects followed this refusal with a rebellion.	Ferdinand of Naples refused to pay France the agreed-upon tribute, and his subjects followed this refusal with a rebellion.
